processType,word,mean_abs,mean_signed,n_docs
AUTO_EC,판단하라.[카테고리]EC[제목]주담대,2.0859375,-2.0859375,1
AUTO_EC,첫마을,1.23876953125,1.23876953125,1
AUTO_EC,"판단하라.[카테고리]EC[제목]공정위,",1.1298828125,1.1298828125,1
AUTO_EC,허위제출”[본문]▲,1.0419921875,1.0419921875,1
AUTO_EC,"월드,",0.97216796875,0.97216796875,1
AUTO_EC,최대0.03%p,0.81201171875,0.81201171875,1
AUTO_EC,"판단하라.[카테고리]EC[제목]BNK금융그룹,",0.7376708984375,0.7376708984375,1
AUTO_EC,‘그린킥오프’[본문]하나은행은,0.70672607421875,0.70672607421875,1
AUTO_EC,‘가이드봇’,0.6820068359375,0.6820068359375,1
AUTO_EC,고발…“대기업집단,0.666259765625,0.666259765625,1
AUTO_EC,中알리바바와,0.64501953125,0.64501953125,1
AUTO_EC,롯데호텔,0.640625,0.640625,1
AUTO_EC,수출기업,0.6181640625,0.6181640625,1
AUTO_EC,"\""인중합체의",0.614501953125,0.614501953125,1
AUTO_EC,"우리금융타운역입니다\""",0.609893798828125,0.609893798828125,1
AUTO_EC,부울경,0.599609375,0.599609375,1
AUTO_EC,변동금리,0.544921875,-0.544921875,1
AUTO_EC,챌린지',0.5439453125,0.5439453125,1
AUTO_EC,"보',",0.529296875,-0.529296875,1
AUTO_EC,판단하라.[카테고리]EC[제목]獨서,0.520751953125,0.520751953125,1
AUTO_EC,호반건설,0.5107421875,0.5107421875,1
AUTO_EC,허용할까[본문]지난해,0.5009765625,0.5009765625,1
AUTO_EC,'동남권,0.48486328125,0.48486328125,1
AUTO_EC,추가,0.462890625,-0.462890625,1
AUTO_EC,"명동역,",0.4375,-0.4375,1
AUTO_EC,'탄탄크림,0.429443359375,-0.429443359375,1
AUTO_EC,유명인과,0.42724609375,-0.42724609375,1
AUTO_EC,올려…낮추길,0.42557525634765625,-0.42557525634765625,1
AUTO_EC,드라마에,0.41796875,0.41796875,1
AUTO_EC,인하,0.416015625,-0.416015625,1
AUTO_EC,판단하라.[카테고리]EC[제목]올리브영,0.40625,-0.40625,1
AUTO_EC,"살리겠다\""[본문]문재인",0.40545082092285156,-0.40545082092285156,1
AUTO_EC,판단하라.[카테고리]EC[제목]IBK기업은행,0.397705078125,0.397705078125,1
AUTO_EC,기록[본문]세종시1-5생할권,0.390167236328125,0.390167236328125,1
AUTO_EC,연간1000명,0.38720703125,0.38720703125,1
AUTO_EC,‘오늘을,0.378662109375,0.378662109375,1
AUTO_EC,대전시민,0.369140625,0.369140625,1
AUTO_EC,"판단하라.[카테고리]EC[제목]풀무원,",0.365234375,-0.365234375,1
AUTO_EC,활용…건보공단,0.3651123046875,0.3651123046875,1
AUTO_EC,포럼',0.334716796875,0.334716796875,1
AUTO_EC,K리그와,0.3345947265625,0.3345947265625,1
AUTO_EC,개편에,0.3330078125,0.3330078125,1
AUTO_EC,"큐셀,",0.3306884765625,-0.3306884765625,1
AUTO_EC,'이커머스,0.322021484375,-0.322021484375,1
AUTO_EC,‘위키드와이프’와,0.319091796875,-0.319091796875,1
AUTO_EC,도입[본문]롯데호텔,0.3115234375,0.3115234375,1
AUTO_EC,"지원\""[본문]하나은행이",0.3077239990234375,0.3077239990234375,1
AUTO_EC,더하기,0.3046875,-0.3046875,1
AUTO_EC,송중기와,0.2960205078125,0.2960205078125,1
AUTO_EC,계약[본문]한화솔루션,0.294921875,0.294921875,1
AUTO_EC,ESG,0.2939453125,0.0322265625,2
AUTO_EC,속수무책[본문]SK텔레콤이,0.29296875,-0.29296875,1
AUTO_EC,분야,0.271484375,-0.271484375,1
AUTO_EC,경제계와,0.271484375,-0.271484375,1
AUTO_EC,판단하라.[카테고리]EC[제목]대상,0.267578125,-0.267578125,1
AUTO_EC,"발견\""[본문]코오롱글로벌이",0.264892578125,0.264892578125,1
AUTO_EC,부역명,0.264404296875,-0.264404296875,1
AUTO_EC,공동,0.26171875,-0.26171875,1
AUTO_EC,판단하라.[카테고리]EC[제목]머스크,0.25341796875,0.25341796875,1
AUTO_EC,모듈사와는,0.245849609375,0.245849609375,1
AUTO_EC,"판단하라.[카테고리]EC[제목]크래프톤,",0.24462890625,0.24462890625,1
AUTO_EC,기록…전년,0.23663330078125,-0.23663330078125,1
AUTO_EC,영업익52.6%↓[본문]LG생활건강이,0.231689453125,0.231689453125,1
AUTO_EC,감소세,0.231201171875,-0.231201171875,1
AUTO_EC,회장,0.22998046875,0.22998046875,2
AUTO_EC,봉쇄·우크라,0.229736328125,0.229736328125,1
AUTO_EC,"활짝\""…현대차그룹,",0.2225341796875,-0.2225341796875,1
AUTO_EC,"N서울타워,",0.2177734375,-0.2177734375,1
AUTO_EC,뽑는다[본문]IBK기업은행이,0.21484375,0.21484375,1
AUTO_EC,연속,0.2119140625,-0.2119140625,1
AUTO_EC,신입행원170명,0.2108154296875,-0.2108154296875,1
AUTO_EC,대목,0.20703125,-0.20703125,1
AUTO_EC,판단하라.[카테고리]EC[제목]보험사,0.205078125,0.205078125,1
AUTO_EC,발표[본문]대전과,0.20349502563476562,0.20349502563476562,1
AUTO_EC,판단하라.[카테고리]EC[제목]하임바이오·연세대,0.2017822265625,0.2017822265625,1
AUTO_EC,준비하는,0.1962890625,0.1962890625,1
AUTO_EC,이번엔,0.1943359375,0.1943359375,1
AUTO_EC,대상,0.1943359375,-0.1943359375,1
AUTO_EC,다른,0.1923828125,0.1923828125,1
AUTO_EC,"원한다\""[본문]컨퍼런스",0.1923828125,0.1923828125,1
AUTO_EC,대신,0.1845703125,-0.1845703125,1
AUTO_EC,판단하라.[카테고리]EC[제목]세종시,0.181640625,0.181640625,1
AUTO_EC,헬스케어까지…보험사,0.181365966796875,-0.181365966796875,1
AUTO_EC,분양설명회[본문]세종시,0.17486572265625,-0.17486572265625,1
AUTO_EC,판단하라.[카테고리]EC[제목]글로벌에,0.17431640625,-0.17431640625,1
AUTO_EC,조지은,0.173095703125,-0.173095703125,1
AUTO_EC,시작[본문]올리브영,0.1728515625,-0.1728515625,1
AUTO_EC,"속도,",0.171142578125,0.171142578125,1
AUTO_EC,캠페인,0.170654296875,-0.074462890625,2
AUTO_EC,와인셀러,0.1689453125,-0.1689453125,1
AUTO_EC,오브제컬렉션,0.168701171875,-0.168701171875,1
AUTO_EC,판단하라.[카테고리]EC[제목]CJ푸드빌,0.167724609375,-0.167724609375,1
AUTO_EC,그린야드’,0.167724609375,0.167724609375,1
AUTO_EC,"판단하라.[카테고리]EC[제목]하나銀,",0.1666259765625,0.1666259765625,2
AUTO_EC,인하...향후,0.165283203125,-0.165283203125,1
AUTO_EC,코로나19,0.1650390625,0.1650390625,1
AUTO_EC,신제품,0.1630859375,-0.1630859375,1
AUTO_EC,"청정원,",0.16015625,0.16015625,1
AUTO_EC,낙찰[본문]우리금융그룹은,0.1588134765625,0.1588134765625,1
AUTO_EC,시작'[본문]스마트폰을,0.158447265625,0.158447265625,1
AUTO_EC,안내하겠습니다”,0.1533203125,-0.1533203125,1
AUTO_EC,확정[본문]보험업권,0.15234375,0.15234375,1
AUTO_EC,서비스,0.1484375,-0.1484375,1
AUTO_EC,이벤트,0.1474609375,-0.1474609375,1
AUTO_EC,돕는,0.146484375,-0.146484375,1
AUTO_EC,사태에1분기,0.140594482421875,0.140594482421875,1
AUTO_EC,각,0.1396484375,-0.1396484375,1
AUTO_EC,키운다[본문]HDC그룹의,0.13916015625,0.13916015625,1
AUTO_EC,개최[본문]BNK금융그룹은22일,0.13916015625,0.13916015625,1
AUTO_EC,사회적기업,0.1376953125,-0.1376953125,1
AUTO_EC,대비84.3%,0.1318359375,0.1318359375,1
AUTO_EC,CEO',0.13134765625,-0.13134765625,1
AUTO_EC,많이,0.130859375,-0.130859375,1
AUTO_EC,연구팀,0.130859375,0.130859375,1
AUTO_EC,위폐,0.12939453125,0.12939453125,1
AUTO_EC,가능성[본문]코픽스,0.12872314453125,0.12872314453125,1
AUTO_EC,특허,0.1259765625,0.1259765625,1
AUTO_EC,기업구호,0.1214599609375,-0.1214599609375,1
AUTO_EC,판단하라.[카테고리]EC[제목]신동빈,0.120849609375,-0.120849609375,1
AUTO_EC,더,0.1201171875,0.1201171875,1
AUTO_EC,매출,0.119140625,0.119140625,1
AUTO_EC,콜라보,0.11767578125,-0.11767578125,1
AUTO_EC,지정자료,0.117431640625,0.117431640625,1
AUTO_EC,배우,0.11572265625,-0.11572265625,1
AUTO_EC,키2',0.1136474609375,-0.1136474609375,1
AUTO_EC,"호캉스\""",0.110565185546875,-0.110565185546875,1
AUTO_EC,"\""차량",0.109649658203125,0.109649658203125,1
AUTO_EC,상반기,0.10791015625,-0.10791015625,1
AUTO_EC,판단하라.[카테고리]EC[제목]“제가,0.102294921875,-0.102294921875,1
AUTO_EC,첫,0.10205078125,0.10205078125,1
AUTO_EC,"판단하라.[카테고리]EC[제목]KT,",0.101806640625,0.101806640625,1
AUTO_EC,"가격,",0.10052490234375,0.10052490234375,1
AUTO_EC,기념,0.097900390625,-0.097900390625,2
AUTO_EC,전개[본문]대상,0.095458984375,0.095458984375,1
AUTO_EC,배경은,0.09521484375,0.09521484375,1
AUTO_EC,"판단하라.[카테고리]EC[제목]\""이번역은",0.092529296875,-0.092529296875,1
AUTO_EC,브랜드,0.091796875,0.091796875,1
AUTO_EC,맛있게’,0.0888671875,0.0888671875,1
AUTO_EC,최고]韓,0.08734130859375,-0.08734130859375,1
AUTO_EC,대표,0.08447265625,0.08447265625,1
AUTO_EC,효과,0.08251953125,-0.08251953125,1
AUTO_EC,줄이려다…,0.08197021484375,-0.08197021484375,1
AUTO_EC,송사중인,0.08056640625,0.08056640625,1
AUTO_EC,"판단하라.[카테고리]EC[제목]\""스마트폰만",0.077667236328125,0.077667236328125,1
AUTO_EC,"맞손…\""국내",0.0765380859375,0.0765380859375,1
AUTO_EC,의대,0.07568359375,-0.07568359375,1
AUTO_EC,"MZ세대,",0.075439453125,0.075439453125,1
AUTO_EC,캠페인',0.0712890625,-0.0712890625,1
AUTO_EC,판단하라.[카테고리]EC[제목]인건비,0.0709228515625,0.0709228515625,1
AUTO_EC,올,0.06591796875,-0.06591796875,1
AUTO_EC,실시[본문]CJ푸드빌이,0.06299209594726562,0.06299209594726562,1
AUTO_EC,최종,0.06201171875,-0.06201171875,1
AUTO_EC,개점,0.06109619140625,-0.06109619140625,1
AUTO_EC,판단하라.[카테고리]EC[제목]'유일,0.06005859375,-0.06005859375,1
AUTO_EC,사실상,0.06005859375,-0.06005859375,1
AUTO_EC,"판단하라.[카테고리]EC[제목]\""고향",0.0546875,-0.0546875,1
AUTO_EC,열풍[본문]화장품브랜드,0.053466796875,-0.053466796875,1
AUTO_EC,"판단하라.[카테고리]EC[제목]LG전자,",0.052734375,0.052734375,1
AUTO_EC,진행[본문]LG전자가,0.052734375,-0.052734375,1
AUTO_EC,라이나생명,0.0523681640625,0.0523681640625,1
AUTO_EC,증가[본문]풀무원식품은,0.05096435546875,0.05096435546875,1
AUTO_EC,기술,0.04638671875,-0.04638671875,1
AUTO_EC,최고,0.046142578125,0.046142578125,1
AUTO_EC,'디지털,0.04541015625,0.04541015625,1
AUTO_EC,中,0.044677734375,0.044677734375,1
AUTO_EC,"판단하라.[카테고리]EC[제목]LG생활건강,",0.04443359375,0.04443359375,1
AUTO_EC,"투입...\""주력산업",0.0443115234375,0.0443115234375,1
AUTO_EC,중간성과,0.04345703125,-0.04345703125,1
AUTO_EC,K뷰티,0.0426025390625,0.0426025390625,1
AUTO_EC,판단하라.[카테고리]EC[제목][日수출,0.041259765625,-0.041259765625,1
AUTO_EC,사용권,0.0396728515625,-0.0396728515625,1
AUTO_EC,친환경,0.039306640625,0.039306640625,1
AUTO_EC,솔직히,0.039306640625,-0.039306640625,1
AUTO_EC,개발자,0.037841796875,-0.037841796875,1
AUTO_EC,역대,0.03729248046875,0.02081298828125,2
AUTO_EC,"판단하라.[카테고리]EC[제목]문대통령,100조원",0.0330810546875,0.0330810546875,1
AUTO_EC,‘어반,0.0299072265625,-0.0299072265625,1
AUTO_EC,억제,0.02880859375,-0.02880859375,1
AUTO_EC,전쟁'[본문]SK미소금융재단,0.02685546875,0.02685546875,1
AUTO_EC,있으면,0.0264892578125,-0.0264892578125,1
AUTO_EC,연임,0.022216796875,0.022216796875,1
AUTO_EC,"모십니다\""[본문]DB손해보험은",0.01953125,0.01953125,1
AUTO_EC,빠진,0.018798828125,-0.018798828125,1
AUTO_EC,공공의료데이터,0.0186767578125,-0.0186767578125,1
AUTO_EC,'따뜻한,0.017822265625,0.017822265625,1
AUTO_EC,여성,0.01507568359375,-0.01507568359375,1
AUTO_EC,판단하라.[카테고리]EC[제목]대전,0.0126953125,0.0126953125,1
AUTO_EC,호텔家[본문]코로나19,0.011474609375,0.011474609375,1
AUTO_EC,긴급자금,0.0113525390625,-0.0113525390625,1
AUTO_EC,'여름면'7월,0.0098876953125,-0.0098876953125,1
AUTO_EC,출시,0.007232666015625,0.007232666015625,1
AUTO_EC,"우리금융,",0.00616455078125,0.00616455078125,1
AUTO_EC,"\""전문가",0.005859375,0.005859375,1
AUTO_EC,'바이오힐,0.00537109375,-0.00537109375,1
AUTO_EC,차문이,0.0026559829711914062,0.0026559829711914062,1
AUTO_EC,고용률2분기,0.0025634765625,0.0025634765625,1
AUTO_EC,정식,0.00112152099609375,-0.00112152099609375,1
AUTO_EC,조직,0.00020599365234375,0.00020599365234375,1
AUTO_EC,=,0.0,0.0,60
AUTO_EC,낚시성이,0.0,0.0,60
AUTO_EC,<|im_start|><|system|>너는,0.0,0.0,30
AUTO_EC,온라인,0.0,0.0,30
AUTO_EC,뉴스,0.0,0.0,30
AUTO_EC,기사의,0.0,0.0,30
AUTO_EC,'낚시성(clickbait),0.0,0.0,30
AUTO_EC,여부'를,0.0,0.0,30
AUTO_EC,판정하는,0.0,0.0,30
AUTO_EC,이진,0.0,0.0,30
AUTO_EC,분류기다.-1,0.0,0.0,30
AUTO_EC,강한,0.0,0.0,30
AUTO_EC,"기사,0",0.0,0.0,30
AUTO_EC,약하거나,0.0,0.0,29
AUTO_EC,거의,0.0,0.0,24
AUTO_EC,없는,0.0,0.0,18
AUTO_EC,기사.-,0.0,0.0,13
AUTO_EC,출력은,0.0,0.0,9
AUTO_EC,반드시,0.0,0.0,3
AUTO_ET,넷[본문]대한민국,1.9775390625,-1.9775390625,1
AUTO_ET,판단하라.[카테고리]ET[제목]윤은혜,1.919921875,-1.919921875,1
AUTO_ET,판단하라.[카테고리]ET[제목]정형돈,1.62890625,1.62890625,1
AUTO_ET,'찰칵'[본문]'치인트'에,1.220703125,1.220703125,1
AUTO_ET,판단하라.[카테고리]ET[제목]'K팝스타5',1.130126953125,-1.130126953125,1
AUTO_ET,스트레스'에,0.9814453125,-0.9814453125,1
AUTO_ET,러브스토리→신혼,0.896484375,-0.896484375,1
AUTO_ET,'울컥'[본문]‘자이언티,0.8878173828125,0.8878173828125,1
AUTO_ET,하차의사,0.865234375,0.865234375,1
AUTO_ET,"판단하라.[카테고리]ET[제목]이무진,8월",0.8624267578125,0.8624267578125,1
AUTO_ET,떠난,0.7265625,-0.7265625,1
AUTO_ET,이석증,0.708984375,-0.708984375,1
AUTO_ET,"판단하라.[카테고리]ET[제목]손담비♥이규혁,",0.650634765625,0.650634765625,1
AUTO_ET,판단하라.[카테고리]ET[제목]‘히든싱어4’,0.624267578125,0.624267578125,1
AUTO_ET,"판단하라.[카테고리]ET[제목]이병헌,",0.576171875,0.576171875,1
AUTO_ET,‘동상이몽2’,0.5684814453125,0.5684814453125,1
AUTO_ET,판단하라.[카테고리]ET[제목]유승준,0.525146484375,0.525146484375,1
AUTO_ET,스토커,0.4670867919921875,-0.4670867919921875,1
AUTO_ET,"보내는거지…\""",0.456298828125,0.456298828125,1
AUTO_ET,판단하라.[카테고리]ET[제목]'치인트',0.453125,0.453125,1
AUTO_ET,판단하라.[카테고리]ET[제목]파격,0.451171875,-0.451171875,1
AUTO_ET,판단하라.[카테고리]ET[제목]최시원·최강창민,0.441650390625,0.441650390625,1
AUTO_ET,앓고,0.427734375,-0.427734375,1
AUTO_ET,멋지다…신민아는,0.4267578125,0.4267578125,1
AUTO_ET,관전포인트,0.42333984375,-0.42333984375,1
AUTO_ET,공개[본문]예비부부,0.41650390625,0.41650390625,1
AUTO_ET,김고은과,0.412841796875,0.412841796875,1
AUTO_ET,중국어,0.380859375,0.380859375,1
AUTO_ET,출격[본문]2AM의,0.3770751953125,0.3770751953125,1
AUTO_ET,모습마저,0.3701171875,0.3701171875,1
AUTO_ET,"접근[종합][본문]강지영,",0.35205078125,0.35205078125,1
AUTO_ET,"\""대중의",0.35205078125,-0.35205078125,1
AUTO_ET,"판단하라.[카테고리]ET[제목]NS윤지,",0.33984375,0.33984375,1
AUTO_ET,기부,0.32421875,-0.32421875,1
AUTO_ET,"불안장애,",0.314453125,0.314453125,1
AUTO_ET,중,0.314453125,0.314453125,1
AUTO_ET,판단하라.[카테고리]ET[제목]‘기상청,0.3126220703125,0.3126220703125,1
AUTO_ET,판단하라.[카테고리]ET[제목]‘옷소매’2막,0.307861328125,-0.307861328125,1
AUTO_ET,"논란,원작자",0.297607421875,-0.297607421875,1
AUTO_ET,"최고\""[본문]'유제이'",0.294921875,-0.294921875,1
AUTO_ET,해석해보니…[본문]윤은혜,0.29388427734375,-0.29388427734375,1
AUTO_ET,‘안녕이란,0.29388427734375,0.29388427734375,1
AUTO_ET,"\""'응답하라1988'",0.29010009765625,0.29010009765625,1
AUTO_ET,웃음꽃[본문]배우,0.28759765625,0.28759765625,1
AUTO_ET,"소이현,",0.286865234375,0.286865234375,1
AUTO_ET,플리마켓,0.27001953125,-0.27001953125,1
AUTO_ET,못,0.267578125,0.267578125,1
AUTO_ET,미국으로,0.267578125,-0.267578125,1
AUTO_ET,"SNS,",0.26513671875,0.26513671875,1
AUTO_ET,작사”[본문]배우,0.261474609375,-0.261474609375,1
AUTO_ET,김제동,0.26104736328125,0.26104736328125,1
AUTO_ET,"못받았다\""[본문]치인트",0.26007080078125,-0.26007080078125,1
AUTO_ET,"\""워낙",0.2559814453125,0.2559814453125,1
AUTO_ET,"왕중왕전',",0.2501373291015625,0.2501373291015625,1
AUTO_ET,한국의,0.2470703125,0.2470703125,1
AUTO_ET,카메오,0.240234375,0.240234375,1
AUTO_ET,싶어”[채널예약][본문]‘미스터리,0.235107421875,-0.235107421875,1
AUTO_ET,스포,0.2333984375,-0.2333984375,1
AUTO_ET,"박민하,",0.2308349609375,-0.2308349609375,1
AUTO_ET,판단하라.[카테고리]ET[제목]'히든싱어4,0.228546142578125,-0.228546142578125,1
AUTO_ET,"판단하라.[카테고리]ET[제목]블랭키,4번째",0.228271484375,0.228271484375,1
AUTO_ET,향한,0.22265625,0.22265625,1
AUTO_ET,세븐틴,0.218017578125,-0.218017578125,1
AUTO_ET,속여’,0.21630859375,-0.21630859375,1
AUTO_ET,논란[본문]더불어민주당,0.21056365966796875,0.21056365966796875,1
AUTO_ET,참가자,0.20703125,0.20703125,1
AUTO_ET,‘아돌라스쿨-홈커밍데이’,0.20654296875,-0.20654296875,1
AUTO_ET,김태현의,0.2060546875,0.2060546875,1
AUTO_ET,모습,0.205078125,0.205078125,1
AUTO_ET,엄정화와의,0.2042236328125,0.2042236328125,1
AUTO_ET,"지세희,40KG",0.20323944091796875,0.20323944091796875,1
AUTO_ET,폭발'[본문]'그녀는,0.1981201171875,-0.1981201171875,1
AUTO_ET,판단하라.[카테고리]ET[제목]치인트,0.1943359375,0.1943359375,1
AUTO_ET,오늘,0.193359375,-0.193359375,1
AUTO_ET,휩쓸었다[본문]착하고,0.184814453125,0.184814453125,1
AUTO_ET,마지막,0.1845703125,0.1845703125,1
AUTO_ET,리얼리티,0.1845703125,0.1845703125,1
AUTO_ET,판단하라.[카테고리]ET[제목]자이언티,0.1827392578125,0.1827392578125,1
AUTO_ET,진출자는,0.18115234375,0.18115234375,1
AUTO_ET,가온차트,0.1796875,0.1796875,1
AUTO_ET,박경림,0.17822265625,-0.17822265625,1
AUTO_ET,온다…‘에덴’,0.177581787109375,-0.177581787109375,1
AUTO_ET,"중\""",0.17578125,0.17578125,1
AUTO_ET,판단하라.[카테고리]ET[제목]온앤오프,0.170166015625,0.170166015625,1
AUTO_ET,경험,0.169921875,-0.169921875,1
AUTO_ET,임슬옹,0.1669921875,-0.1669921875,1
AUTO_ET,"서강준,",0.1607666015625,0.1607666015625,1
AUTO_ET,판단하라.[카테고리]ET[제목]정승환,0.1590576171875,0.1590576171875,1
AUTO_ET,와이엇,0.15771484375,0.15771484375,1
AUTO_ET,입대…,0.157470703125,0.157470703125,1
AUTO_ET,이특,0.1551513671875,0.1551513671875,1
AUTO_ET,출연…황정음하고,0.1534423828125,-0.1534423828125,1
AUTO_ET,판단하라.[카테고리]ET[제목]김광진,0.15283203125,-0.15283203125,1
AUTO_ET,"'유제이',",0.148681640625,0.148681640625,1
AUTO_ET,확정됐다,0.1468353271484375,-0.1468353271484375,1
AUTO_ET,합류…,0.14373779296875,-0.14373779296875,1
AUTO_ET,측,0.1416015625,-0.1416015625,1
AUTO_ET,판단하라.[카테고리]ET[제목]'그녀는,0.13720703125,-0.13720703125,1
AUTO_ET,"사이다\""[본문]배우",0.136474609375,0.136474609375,1
AUTO_ET,"프로미스나인,",0.1353759765625,0.1353759765625,1
AUTO_ET,판단하라.[카테고리]ET[제목]뉴이스트,0.134033203125,0.134033203125,1
AUTO_ET,선발전,0.13238525390625,0.13238525390625,1
AUTO_ET,"\""6회",0.1322021484375,0.1322021484375,1
AUTO_ET,"판단하라.[카테고리]ET[제목]‘블랙’,",0.130615234375,-0.130615234375,1
AUTO_ET,배웅,0.1298828125,0.1298828125,1
AUTO_ET,"타고난거다\""[본문]‘히든싱어4’",0.12872314453125,0.12872314453125,1
AUTO_ET,오해영’,0.12823486328125,-0.12823486328125,1
AUTO_ET,"판단하라.[카테고리]ET[제목]정소민,",0.125732421875,0.125732421875,1
AUTO_ET,최명길에,0.12347412109375,-0.12347412109375,1
AUTO_ET,집중한,0.122802734375,0.122802734375,1
AUTO_ET,판단하라.[카테고리]ET[제목]2AM,0.116973876953125,-0.116973876953125,1
AUTO_ET,휘트니휴스턴,0.116424560546875,0.116424560546875,1
